,0
0,1.1852287244033268
1,1.9698859997565739
2,1.185818517708438
3,1.1864535127725684
4,1.1768168478628716
5,1.1850826295861199
6,1.1850826295861199
7,1.1897250560194006
8,1.9548626954993231
9,1.910634552482872
10,2.173642846192977
11,1.9135405510648598
12,1.9171106022840148
13,1.9198405628065383
14,1.7022596956884253
15,1.5696298005438243
16,1.7168564457558313
17,1.7119979108177377
18,1.6732877860066624
19,1.5535968322251075
20,1.7058180400712457
21,1.6314526343263533
22,1.474568744741863
23,1.448885375759819
24,1.4566187081605808
25,1.4972547160510135
26,1.4736868237004574
27,1.4562649215295884
28,1.9132135660483458
29,1.7769289283956935
30,1.853701688139948
31,1.9310925222631032
32,1.9090709905778545
33,2.285515163257879
34,1.9107597219593166
35,1.7796423450524133
36,1.71326542287616
37,1.6607551291209712
38,1.7127662998364872
39,1.6859497940008459
40,1.7011671208590757
41,1.6916016359700863
42,1.4601758630584538
43,1.240824738779939
44,1.4737951758112535
45,1.464264190298703
46,1.3917795142989655
47,1.457879371687638
48,1.4627093649192444
49,1.451784789820775
50,1.2469692287353322
51,1.2341419713386188
52,1.24768018240338
53,1.2415153894064326
54,1.2429625693900268
55,1.2469793065356272
56,1.5914334252323907
57,1.7676915738490167
58,1.567358201004246
59,1.580350752713898
60,1.5135846323501638
61,1.531819520917634
62,1.572516678426969
63,1.4988338556212804
64,1.766173669369272
65,1.7750267404364937
66,1.7533984891298209
67,1.7290862545043113
68,1.7570254636651468
69,1.7686297628278356
70,2.7130439616403255
71,1.2747925546389676
72,2.6846857211966406
73,2.6937200579241414
74,2.6735213587306026
75,2.1782250677754704
76,2.1894080000415808
77,2.231051634488848
78,1.435246170602069
79,1.4370481288443102
80,1.4329944732045743
81,1.295817949773324
82,1.4369261650242
83,1.440443343407136
84,1.6718420542603682
85,2.0588395505144383
86,1.6881414610692602
87,1.7987681894209782
88,1.6754746666864972
89,1.7644745045452221
90,1.6612826437896508
91,1.6765804228333343
92,2.358957697581182
93,2.3304474427190267
94,2.309053081488984
95,2.664594032758606
96,2.0430360214003875
97,2.3617768154361114
98,1.2812140620720232
99,1.6114808284669169
100,1.2553599091755332
101,1.2218319537733529
102,1.2858714651680487
103,1.2260610459114323
104,1.2815550212595066
105,1.200714527553586
106,1.6185812986467234
107,1.9101140424432093
108,1.6313471353409674
109,1.5832736373294656
110,1.6220185900528357
111,1.6256077815166246
112,1.243236379816859
113,1.7473943978101476
114,1.2462373429736995
115,1.238161073932619
116,1.2458237718235499
117,1.1985790135826806
118,1.2420061192953602
119,1.22427743729254
120,1.7573956627314746
121,1.7625248232284794
122,1.765501583952077
123,1.6971253432486728
124,1.7621483196940717
125,1.7541145134750487
126,1.8318463715192903
127,1.2873534908951898
128,1.821355369411573
129,1.8188487071064783
130,1.820256376231477
131,1.8249947839085217
132,1.840626423327131
133,1.8042833676595769
134,1.2569004236651011
135,1.2839694604861107
136,1.2888858030615054
137,1.2648892879544114
138,1.2695191253785458
139,1.2615882597315575
140,1.8460129620596983
141,1.8749963821135707
142,1.7070092163192032
143,2.082063644889835
144,1.8556312042956113
145,1.8252166786429673
146,1.8561276821842005
147,1.8063994184807537
148,1.98250302110909
149,1.7550683375983958
150,1.8757583533794482
151,1.8524260360675129
152,1.8316507405180933
153,1.8319135053172177
154,1.580993430421955
155,1.53173649251703
156,1.5860593689980702
157,1.5662607161194475
158,1.574104082255726
159,1.5977784971220752
160,1.5957120325983756
161,1.5469753131337052
162,1.5127587510377025
163,1.5316320794265252
164,1.5214976883228004
165,1.4912441228387514
166,1.4966227224861484
167,1.5043374660396178
168,1.5005261322863501
169,1.9499203869428294
170,1.5155321255160636
171,1.4595178711532915
172,1.4951019310155627
173,1.5214679357524166
174,1.5124688444578855
175,1.5464403810952683
176,2.1480328062964555
177,2.0286859831851825
178,2.210243387596894
179,1.918716160998891
180,2.0520079844044057
181,2.0914973768323164
182,1.9382454132585571
183,1.446377915342992
184,1.9370094286090072
185,1.9293364236726847
186,1.9024123377947944
187,1.9674203008316244
188,1.9426904846357353
189,1.9584084687471834
190,1.4992786831839693
191,1.5144012813708896
192,1.4412621276881397
193,1.4950431740481018
194,1.5083359456648464
195,1.509503701299105
196,1.7116698190635329
197,1.726915393073284
198,1.6247458016914742
199,1.7583483812648497
200,1.704905439439822
201,1.666086156995266
202,1.6890770805290642
203,2.1713608054365223
204,2.091555470356141
205,2.0678591678611857
206,2.1844632893836557
207,1.6334306578588405
208,2.1107341127208508
209,2.1787372754590613
210,1.179038511272841
211,1.1714702927234404
212,1.1757991551643672
213,1.2205876215326679
214,1.1766641114831689
215,1.1763906170101406
216,1.1769095644892928
217,1.2170962015561773
218,1.189436890263561
219,1.1698738086356337
220,1.1839533964716296
221,1.184644923463049
222,1.1838103213489373
223,1.1828900264366438
224,1.2376025259581007
225,1.4972408036122156
226,1.2426922662203017
227,1.2308441981007932
228,1.2372720598394884
229,1.2398791563853673
230,1.2487140209824636
231,1.2345000858781054
232,1.5063692111491156
233,1.5130185645048226
234,1.5002016566433578
235,1.505196687937297
236,1.5104020228128876
237,1.5027675257777053
238,1.7304840429554291
239,2.0325277396973953
240,1.7301186206681212
241,1.7539334024880848
242,1.7174226962296162
243,1.7290038870324456
244,1.7246465378269613
245,1.685060351956886
246,1.9455919198540683
247,1.9746499620722908
248,1.9638470316433445
249,1.9420084760413423
250,1.9549497374089098
251,1.9334222769324236
252,1.9915338907728346
253,1.1795824884395905
254,1.9865107473812507
255,1.9640641003588752
256,1.9880750336205395
257,1.9822403781203966
258,2.151974827774441
259,2.000430480638917
260,1.1695787006811806
261,1.2028592489479453
262,1.2024944924164616
263,1.197263510963441
264,1.1918997039232864
265,1.1964690848616295
266,1.5063857995926897
267,1.5887512664024228
268,1.5715905914248798
269,1.513728183014659
270,1.5331450083222198
271,1.515686288645963
272,1.5084331603754435
273,1.5622376903868933
274,1.6441353844264337
275,1.7114172625814854
276,1.745478026788426
277,1.7574824512353304
278,1.750498871495822
279,1.7583362521763766
280,1.6924125097162441
281,1.3475665439953066
282,1.648240345813422
283,1.6911645114811467
284,1.669860221113746
285,1.5833823318984719
286,1.6377886493772762
287,1.5634656777562388
288,1.281640742557191
289,1.2722736706204714
290,1.2733820472998745
291,1.3503145242360786
292,1.274962989145734
293,1.2731273112702477
294,2.5837413807981373
295,2.010205123560262
296,2.679346786146345
297,2.6101149381837323
298,2.384252954997719
299,2.1015118631773197
300,2.6058069308844605
301,2.349743169085337
302,1.7393488605082925
303,1.8205906058285026
304,1.8714760862977544
305,2.18455760450495
306,2.1272948209503357
307,1.873268608368277
308,1.7891837094834082
309,1.5784234203439238
310,1.7977373728025503
311,2.125318205580738
312,1.7955267813184128
313,1.74198548076352
314,1.8000566741199022
315,1.7834977087344845
316,1.6172185392676148
317,1.6468640617512942
318,1.6571919478846715
319,1.7122368288225978
320,1.6554329756467605
321,1.6636797992176162
322,1.4416224330151228
323,2.128429454827344
324,1.4301117553863893
325,1.444027106032985
326,1.4163156306252445
327,1.319074799518245
328,1.418045353363438
329,1.281196898054336
330,2.017251253847817
331,2.2696009063410805
332,1.9828513770874052
333,1.9789506310557137
334,1.9871220043909434
335,2.0045930678098594
336,1.2337586601983672
337,1.227538088828969
338,1.2051313767988807
339,1.2317291589640684
340,1.238756683155846
341,1.2629366701666347
342,1.2500472112179994
343,1.1853981765336912
344,1.2265347122911276
345,1.196957579486824
346,1.2083944480794946
347,1.2169083522618025
348,1.2203614727787673
349,1.2095615813352452
350,1.6667855330329453
351,1.6704990660469419
352,1.7638996679802486
353,1.6971928159975238
354,1.6668926125712515
355,1.663752109510232
356,1.6495995344290335
357,1.8637367915111536
358,1.7202845778547078
359,1.764100375229213
360,1.7790131329739032
361,1.842662793853498
362,1.8775180567572318
363,1.875123074871111
364,1.9870599070070682
365,1.616036356884649
366,1.944614563983355
367,1.9927492715059203
368,1.986213880239694
369,1.97642931965643
370,2.055698343705768
371,2.250909209405472
372,1.6142778619345914
373,1.641055977310567
374,1.605934861989169
375,1.5986889231176171
376,1.5584430629288235
377,1.6019793520313408
378,1.8631665766110823
379,2.402701134261919
380,1.8393408011719354
381,1.5451353140156867
382,1.6770103913984176
383,1.7836717010760517
384,1.7719076468962782
385,1.5466500330376367
386,1.999457641705687
387,2.632724628919591
388,1.9817100994525094
389,2.0238231408386516
390,2.2404128564538643
391,1.960545952051462
392,1.4401177030384733
393,1.4236103171381984
394,1.4337029198483588
395,1.436455753927665
396,1.4476068972815541
397,1.4654186915590637
398,1.4403729511967822
399,1.4552589239555305
400,1.4501156168862392
401,1.4508005378721924
402,1.447193102442282
403,1.4125079418092892
404,1.4672322002698408
