,0
0,0.3536475680785117
1,0.4403799367778285
2,0.3293632008057398
3,0.2775435034494345
4,0.44598513368780723
5,0.3726487135843596
6,0.3623395057379717
7,0.5334019373281635
8,0.701867565708883
9,0.7448674274035395
10,0.4236599528310679
11,0.6435736119923906
12,0.6979143351671383
13,0.7106666029354546
14,0.7451132395423017
15,0.7318292314283076
16,0.7272267865601019
17,0.7273754530315373
18,0.5954059878854636
19,0.7784010144230992
20,0.763959703093563
21,0.5689065470169595
22,0.572720277086758
23,0.6263915368384015
24,0.7549214797503733
25,0.5511612695014514
26,0.564641196753534
27,0.5634374453489592
28,0.524396493858159
29,0.532025888500541
30,0.504533080962171
31,0.6585664481024573
32,0.3976982134637758
33,0.5238655977576302
34,0.5297820864475075
35,0.5350866695712994
36,0.5464254013661297
37,0.39469475071271115
38,0.6863773765103638
39,0.547688580852879
40,0.5484251206692828
41,0.5458488940100354
42,0.9022167800417964
43,0.8727056473788805
44,0.9012215007462829
45,0.895956454121388
46,0.6549111370382873
47,0.77317281725901
48,0.9065571657974482
49,0.5674045175929355
50,0.5403067552478311
51,0.5714431600313998
52,0.7456730263439977
53,0.6146614653836762
54,0.532292314746094
55,0.539721971021187
56,0.8376547217025937
57,0.831400272111776
58,0.8196884788423127
59,0.8354796212787183
60,0.6895699708526788
61,0.8699112223585727
62,0.8628509235068685
63,0.7179649707436254
64,0.6985672592957102
65,0.6892540273924813
66,0.8579021395639193
67,0.6880810152045262
68,0.6970229950215246
69,0.6906486779707153
70,0.1793792896684138
71,0.45583326159927073
72,0.3031557022320129
73,0.19111052951105695
74,0.2329081065456468
75,6.338863015884787e-05
76,0.5185425470540475
77,0.4344407676470834
78,0.43096379193441586
79,0.4344572298185389
80,0.39236502593016803
81,0.9377180791460258
82,6.341252441926876e-12
83,0.4371760415894529
84,0.6934731780210881
85,0.6479533077193139
86,0.6991101301915446
87,0.6069745139239873
88,0.7662102077141678
89,0.5907678165567221
90,0.6676628504667085
91,0.36251756529354484
92,0.2476155135413933
93,0.2115556434017333
94,0.3176350667083575
95,0.48068041207817525
96,0.5885635585676254
97,0.32136060032210995
98,0.3893917081605539
99,0.4196708435127045
100,0.42052220798940876
101,0.5096991508283159
102,0.4293069926666681
103,0.2679410990866962
104,0.3979708273972955
105,0.569970127801405
106,0.5591323871485236
107,0.4479486952593322
108,0.5182312120061742
109,0.5276310212288393
110,0.5623725776909942
111,0.5616575938309044
112,0.5954306592258155
113,0.584125516644189
114,0.5899001414092706
115,0.6450509786969552
116,0.695842329506581
117,0.5822553290282779
118,0.5864226855333406
119,0.7405588749599509
120,0.7122138735063089
121,0.6852734071007697
122,0.6302609790692052
123,0.7201906700630382
124,0.7268807745306926
125,0.7220809074186633
126,0.45905594287254203
127,0.37600866220071455
128,0.45761087558461827
129,0.4786805777853726
130,0.4108402348698751
131,0.6984031401960337
132,0.029722177240084195
133,0.42739216639961486
134,0.41433032901283956
135,0.3932223699619964
136,0.4889360623462238
137,0.4070868155358634
138,0.4267311082412515
139,0.42074431204290497
140,0.41827027260968336
141,0.47856924624780917
142,0.4073868772662577
143,0.3691162955667194
144,0.3366058545122727
145,0.40581655472883116
146,0.41934009023111085
147,0.40630017661318457
148,0.39217768420892996
149,0.47487739187392913
150,0.3825152797609406
151,0.43343018561394486
152,0.33572303819926297
153,0.4194700384820566
154,0.6391844521620453
155,0.6362132532460059
156,0.6377508876317578
157,0.6822294782320265
158,0.7931990886917757
159,0.6382748036537561
160,0.6367340989072254
161,0.8180504658377982
162,0.8179687287214308
163,0.7929796669044719
164,0.6795300342795231
165,0.8207874692537168
166,0.8158713733647639
167,0.8165042782099865
168,0.6394698967245404
169,0.663933350061996
170,0.6313471992707311
171,0.6207641386345669
172,0.38946641740362153
173,0.5567285683143742
174,0.643441423019078
175,0.4199425344788153
176,0.4120328953042415
177,0.42140333487573806
178,0.5563660056232969
179,0.42410247878097557
180,0.4184931509094778
181,0.41320124617643866
182,0.4797465222859163
183,0.4865513643930092
184,0.47102625512314716
185,0.4734271264189817
186,0.6685008702448091
187,0.4935050798806998
188,0.4757561043501977
189,0.6848513584079364
190,0.6947467805024747
191,0.6991985929953436
192,0.4767783672574595
193,0.6094891985251799
194,0.6971925799303054
195,0.6890546677125564
196,0.008290629270249088
197,0.008186543252129716
198,0.008948918933099098
199,0.008031759048133996
200,0.00821262746063548
201,0.8421766575243834
202,1.0587653678183334e-09
203,0.5225211775323431
204,0.7090486020718354
205,0.6832927264534696
206,0.5388620358720034
207,9.91623203121821e-10
208,0.779495369516144
209,0.5507903248021754
210,0.6733168965944903
211,0.6787976945309391
212,0.656383772787622
213,0.5141312023562038
214,0.6601833588437247
215,0.5786289627752187
216,0.6648198615728247
217,0.4362413979797545
218,0.3965907187709333
219,0.5501289945400877
220,0.39432685434337233
221,0.4881585790153703
222,0.41751812831994894
223,0.38025059307155745
224,0.43548194117885675
225,0.5176263235551318
226,0.43737120619711756
227,0.45201734046705316
228,0.5327030956027532
229,0.4713614457862443
230,0.5868526723093892
231,0.8935732312722816
232,0.9306941348349747
233,0.9283521193153867
234,0.6714884391885528
235,0.9186113555879083
236,0.7620955100950667
237,0.931796379067498
238,0.5133662002862627
239,0.5108283930059343
240,0.5136481799110862
241,0.5673156858101496
242,0.6721779751254473
243,0.5135235799906867
244,0.51382978145187
